CustomerID,purchase_count,customer_lifetime_days,total_spend,avg_days_between_purchases,frequency_segment,revenue_segment,avg_order_value,median_order_value,std_order_value,order_count,Customer_Segment
12424,30,0,1760.96,0.0,Medium,Platinum,880.48,880.48,828.502873380654,2,Need Attention
12425,36,0,777.2,0.0,Medium,Gold,777.2,777.2,,1,Need Attention
12426,30,0,582.73,0.0,Medium,Silver,582.73,582.73,,1,Need Attention
12427,31,349,825.8000000000001,11.258064516129032,Medium,Gold,275.26666666666665,282.58,32.512854893616016,3,Loyal Customers
12428,294,257,7956.46,0.8741496598639455,Very High,Platinum,884.0511111111111,558.4,768.3008857284436,9,Champions
12429,97,356,3750.4,3.670103092783505,High,Platinum,937.6,1015.46,367.0537294002973,4,Champions
12430,11,0,256.4,0.0,Low,Bronze,256.4,256.4,,1,Potential Loyalists
12431,236,338,6487.45,1.4322033898305084,Very High,Platinum,432.49666666666667,472.09,163.1702765591238,15,Loyal Customers
12432,108,129,5059.32,1.1944444444444444,Very High,Platinum,1011.8639999999999,700.0,1087.3683086608694,5,Loyal Customers
12433,420,372,13375.87,0.8857142857142857,Very High,Platinum,1910.8385714285716,1919.14,966.506920261974,7,Champions
12434,50,175,806.14,3.5,High,Gold,403.07,403.07,165.20842835642495,2,Need Attention
12435,36,188,7829.89,5.222222222222222,Medium,Platinum,3914.9450000000006,3914.9450000000006,90.57330760218481,2,Need Attention
12436,16,0,509.01,0.0,Low,Silver,509.01,509.01,,1,Need Attention
12437,200,329,4951.41,1.645,Very High,Platinum,275.0783333333333,261.97,158.14167405693354,18,Champions
12438,98,125,2906.85,1.2755102040816326,High,Platinum,1453.425,1453.425,796.704281430695,2,Champions
12441,11,0,173.55,0.0,Low,Bronze,173.55,173.55,,1,Need Attention
12442,12,0,172.06,0.0,Low,Bronze,172.06,172.06,,1,At Risk
12444,177,149,5005.46,0.8418079096045198,Very High,Platinum,1001.092,879.01,506.5277346503349,5,Champions
12445,4,0,133.4,0.0,Low,Bronze,133.4,133.4,,1,At Risk
12446,58,0,1002.3100000000001,0.0,High,Gold,1002.3100000000001,1002.3100000000001,,1,Loyal Customers
12447,26,0,476.49,0.0,Medium,Silver,476.49,476.49,,1,Need Attention
12448,22,0,449.45,0.0,Medium,Silver,449.45,449.45,,1,Potential Loyalists
12449,191,164,4067.29,0.8586387434554974,Very High,Platinum,1016.8225,973.315,253.78231845093808,4,Champions
12450,8,17,197.88,2.125,Low,Bronze,98.94,98.94,4.157787873376896,2,At Risk
12451,354,313,9035.52,0.884180790960452,Very High,Platinum,1807.104,2388.31,1148.3161166812906,5,Champions
12452,22,0,430.57000000000005,0.0,Medium,Silver,215.285,215.285,191.32188178564417,2,Potential Loyalists
12453,43,0,707.09,0.0,High,Gold,707.09,707.09,,1,Need Attention
12454,15,0,3528.34,0.0,Low,Platinum,3528.34,3528.34,,1,Potential Loyalists
12455,90,223,2466.86,2.477777777777778,High,Platinum,411.1433333333334,199.45,632.4667106391188,6,Need Attention
12456,125,210,3181.04,1.68,Very High,Platinum,1060.3466666666666,940.1700000000001,229.723345425173,3,Loyal Customers
12457,63,172,2363.23,2.7301587301587302,High,Platinum,337.6042857142857,196.35,253.38797319901505,7,Loyal Customers
12458,38,213,947.4,5.605263157894737,Medium,Gold,473.70000000000005,473.70000000000005,44.94370701221694,2,Loyal Customers
12461,35,60,826.88,1.7142857142857142,Medium,Gold,413.44,413.44,301.8497427529134,2,Need Attention
12462,62,284,1189.59,4.580645161290323,High,Gold,594.7950000000001,594.7950000000001,236.61914218845442,2,Champions
12463,83,188,1344.78,2.2650602409638556,High,Gold,336.195,344.20500000000004,27.298125088242475,4,Loyal Customers
12464,29,299,1212.05,10.310344827586206,Medium,Gold,151.50625,149.77499999999998,82.31924110046899,8,Potential Loyalists
12465,47,152,742.19,3.234042553191489,High,Gold,371.095,371.095,98.77574626394885,2,Loyal Customers
12468,38,128,729.54,3.3684210526315788,Medium,Gold,364.77000000000004,364.77000000000004,203.9013114229529,2,Need Attention
12471,460,362,19824.05,0.7869565217391304,Very High,Platinum,660.8016666666666,560.27,618.3191045813074,30,Champions
12472,339,336,6572.11,0.9911504424778761,Very High,Platinum,938.8728571428572,825.36,494.6683528289193,7,Champions
12473,168,162,3938.55,0.9642857142857143,Very High,Platinum,787.71,672.19,617.7270940310129,5,Champions
12474,424,312,7375.79,0.7358490566037735,Very High,Platinum,409.7661111111111,421.96500000000003,257.3994602384507,18,Champions
12475,36,0,723.38,0.0,Medium,Gold,723.38,723.38,,1,Loyal Customers
12476,233,345,6816.42,1.48068669527897,Very High,Platinum,619.6745454545454,533.6,527.3353669983389,11,Champions
12477,300,278,13219.74,0.9266666666666666,Very High,Platinum,2203.29,2129.355,1132.6246460323912,6,Champions
12478,36,0,680.99,0.0,Medium,Gold,680.99,680.99,,1,Loyal Customers
12479,31,0,527.2,0.0,Medium,Silver,527.2,527.2,,1,Loyal Customers
12480,154,307,3281.63,1.9935064935064934,Very High,Platinum,820.4075,793.635,239.10279761014914,4,Champions
12481,217,342,5596.32,1.576036866359447,Very High,Platinum,559.6320000000001,602.975,392.2165934446595,10,Champions
12483,75,322,2484.98,4.293333333333333,High,Platinum,310.6225,321.475,175.47566658738106,8,Champions
12484,346,303,4541.72,0.8757225433526011,Very High,Platinum,756.9533333333334,938.28,508.35882621104025,6,Champions
12488,55,65,1298.66,1.1818181818181819,High,Gold,432.8866666666667,531.21,189.83366570061628,3,Loyal Customers
12489,15,0,334.93,0.0,Low,Silver,334.93,334.93,,1,Need Attention
12490,245,324,5417.93,1.3224489795918368,Very High,Platinum,541.793,443.18,233.69165601278962,10,Champions
12491,26,0,460.40000000000003,0.0,Medium,Silver,460.40000000000003,460.40000000000003,,1,Potential Loyalists
12492,20,42,263.21000000000004,2.1,Medium,Bronze,131.60500000000002,131.60500000000002,7.375123727775666,2,Potential Loyalists
12493,22,31,433.74,1.4090909090909092,Medium,Silver,216.87,216.87,22.10415797989147,2,At Risk
12494,77,349,1246.1,4.532467532467533,High,Gold,178.01428571428573,162.5,130.70073652650711,7,Champions
12497,14,0,1043.1,0.0,Low,Gold,1043.1,1043.1,,1,Need Attention
12498,23,36,403.70000000000005,1.565217391304348,Medium,Silver,134.5666666666667,126.0,108.65358177866634,3,Potential Loyalists
12500,61,310,4257.82,5.081967213114754,High,Platinum,387.07454545454544,344.93999999999994,299.25113531492696,11,Champions
12501,149,0,2169.39,0.0,Very High,Platinum,2169.39,2169.39,,1,Need Attention
12502,147,214,3723.87,1.4557823129251701,Very High,Platinum,744.774,702.8,218.02465830726575,5,Need Attention
12504,9,12,482.04999999999995,1.3333333333333333,Low,Silver,241.02499999999998,241.02499999999998,294.68675105949364,2,Potential Loyalists
12506,23,0,73.5,0.0,Medium,Bronze,73.5,73.5,,1,Need Attention
12507,22,164,1304.81,7.454545454545454,Medium,Gold,434.93666666666667,446.16,382.69844921730913,3,Need Attention
12508,69,2,398.27,0.028985507246376812,High,Silver,199.135,199.135,107.55801248628575,2,Potential Loyalists
12509,7,0,176.5,0.0,Low,Bronze,176.5,176.5,,1,Need Attention
12510,33,182,982.5699999999999,5.515151515151516,Medium,Gold,491.28499999999997,491.28499999999997,268.3682366637304,2,Need Attention
12512,34,0,138.03,0.0,Medium,Bronze,69.015,69.015,75.39879607792156,2,Need Attention
12513,35,0,612.29,0.0,Medium,Silver,612.29,612.29,,1,Need Attention
12514,51,0,1017.6800000000001,0.0,High,Gold,1017.6800000000001,1017.6800000000001,,1,Need Attention
12515,16,0,383.7,0.0,Low,Silver,383.7,383.7,,1,Need Attention
12516,26,102,1312.06,3.923076923076923,Medium,Gold,656.03,656.03,102.99717374763253,2,Need Attention
12517,284,161,2502.84,0.5669014084507042,Very High,Platinum,500.56800000000004,492.94,296.19690894740955,5,Champions
12518,124,109,2056.89,0.8790322580645161,Very High,Platinum,411.378,381.06,89.76072259067438,5,Champions
12519,18,0,340.84000000000003,0.0,Medium,Silver,340.84000000000003,340.84000000000003,,1,Potential Loyalists
12520,152,194,2634.26,1.2763157894736843,Very High,Platinum,526.8520000000001,463.6,287.3901053794302,5,Need Attention
12521,38,0,599.68,0.0,Medium,Silver,599.68,599.68,,1,Need Attention
12522,12,12,192.72,1.0,Low,Bronze,96.36,96.36,9.842926394116732,2,At Risk
12523,106,312,1789.77,2.943396226415094,Very High,Platinum,162.70636363636365,143.4,50.91167494253697,11,Champions
12524,144,324,4485.72,2.25,Very High,Platinum,560.715,438.15999999999997,327.584885051624,8,Champions
12526,71,93,1316.66,1.3098591549295775,High,Gold,438.8866666666666,519.28,140.12961190745278,3,Champions
12527,18,243,348.71000000000004,13.5,Medium,Silver,116.23666666666668,132.52,46.49508827105648,3,At Risk
12528,92,303,1933.48,3.2934782608695654,High,Platinum,322.24666666666667,279.91999999999996,95.31998419359219,6,Champions
12530,66,277,1662.28,4.196969696969697,High,Platinum,415.57,417.125,21.808559481695873,4,Loyal Customers
12531,17,0,125.22,0.0,Low,Bronze,125.22,125.22,,1,At Risk
12532,16,0,349.83000000000004,0.0,Low,Silver,349.83000000000004,349.83000000000004,,1,Potential Loyalists
12534,63,0,1089.18,0.0,High,Gold,1089.18,1089.18,,1,Need Attention
12535,34,94,716.35,2.764705882352941,Medium,Gold,358.17499999999995,358.17499999999995,18.773685040502826,2,Need Attention
12536,261,15,12601.830000000002,0.05747126436781609,Very High,Platinum,4200.610000000001,4161.06,68.50260943934894,3,Loyal Customers
12538,21,0,363.95,0.0,Medium,Silver,363.95,363.95,,1,Potential Loyalists
12539,273,311,5568.35,1.1391941391941391,Very High,Platinum,1392.0875,1400.92,374.12686354363797,4,Champions
12540,478,342,13400.24,0.7154811715481172,Very High,Platinum,788.2494117647059,881.01,395.3832688270742,17,Champions
12541,52,251,981.18,4.826923076923077,High,Gold,327.06,312.4,111.37598125269197,3,Loyal Customers
12544,19,0,372.7,0.0,Medium,Silver,372.7,372.7,,1,Potential Loyalists
12545,50,184,1000.39,3.68,High,Gold,500.195,500.195,180.95569637344934,2,Need Attention
12546,69,31,1161.5,0.4492753623188406,High,Gold,580.75,580.75,253.78062376785192,2,Loyal Customers
12547,8,82,207.8,10.25,Low,Bronze,103.9,103.9,78.48885271170678,2,Need Attention
12548,5,0,95.19999999999999,0.0,Low,Bronze,95.19999999999999,95.19999999999999,,1,At Risk
12550,57,0,964.83,0.0,High,Gold,964.83,964.83,,1,Need Attention
12551,10,0,168.0,0.0,Low,Bronze,168.0,168.0,,1,Need Attention
12552,20,0,437.82,0.0,Medium,Silver,218.91,218.91,139.87986345432282,2,Potential Loyalists
12553,191,321,3692.28,1.6806282722513088,Very High,Platinum,369.22799999999995,355.38,181.02544559014652,10,Champions
12556,121,100,603.71,0.8264462809917356,Very High,Silver,301.855,301.855,15.619988796410837,2,Loyal Customers
12557,33,355,11990.960000000001,10.757575757575758,Medium,Platinum,2398.192,2990.0,1589.420208415635,5,Loyal Customers
12558,11,0,269.96,0.0,Low,Bronze,269.96,269.96,,1,Potential Loyalists
12559,21,8,561.71,0.38095238095238093,Medium,Silver,280.855,280.855,290.27440474488964,2,Need Attention
12560,105,137,2134.01,1.3047619047619048,Very High,Platinum,711.3366666666667,697.7,574.276443042315,3,Champions
12561,16,0,238.85,0.0,Low,Bronze,238.85,238.85,,1,Need Attention
12562,168,190,3781.7400000000002,1.130952380952381,Very High,Platinum,540.2485714285714,513.6,104.15321925390677,7,Champions
12564,21,0,456.90000000000003,0.0,Medium,Silver,456.90000000000003,456.90000000000003,,1,Need Attention
12565,9,0,145.92000000000002,0.0,Low,Bronze,145.92000000000002,145.92000000000002,,1,Need Attention
12566,19,0,351.65,0.0,Medium,Silver,351.65,351.65,,1,At Risk
12567,446,346,9401.28,0.7757847533632287,Very High,Platinum,940.128,871.44,527.6253193276035,10,Champions
12569,188,250,4124.6900000000005,1.3297872340425532,Very High,Platinum,128.89656250000002,103.24000000000001,76.1222492848807,32,Champions
12571,34,81,519.61,2.3823529411764706,Medium,Silver,259.805,259.805,16.199816356983792,2,Loyal Customers
12572,60,43,1020.4200000000001,0.7166666666666667,High,Gold,510.21000000000004,510.21000000000004,31.862231560265855,2,Champions
12573,28,0,160.54000000000002,0.0,Medium,Bronze,160.54000000000002,160.54000000000002,,1,Need Attention
12574,11,0,218.45000000000002,0.0,Low,Bronze,218.45000000000002,218.45000000000002,,1,Need Attention
12576,88,268,1315.83,3.0454545454545454,High,Gold,263.16600000000005,266.85,80.57712628283538,5,Loyal Customers
12577,147,323,657.8,2.197278911564626,Very High,Silver,219.26666666666665,195.89,99.02648955372159,3,Loyal Customers
12578,114,308,2794.51,2.7017543859649122,Very High,Platinum,1397.255,1397.255,298.9718181534844,2,Champions
12579,29,0,440.42,0.0,Medium,Silver,440.42,440.42,,1,At Risk
12580,24,0,415.7,0.0,Medium,Silver,415.7,415.7,,1,Need Attention
12581,15,0,197.71,0.0,Low,Bronze,197.71,197.71,,1,At Risk
12582,22,49,511.36,2.227272727272727,Medium,Silver,255.68,255.68,71.44606917108875,2,Need Attention
12583,247,370,7281.38,1.4979757085020242,Very High,Platinum,485.42533333333336,397.72,210.95437319364535,15,Champions
12584,96,276,2338.15,2.875,High,Platinum,259.7944444444445,279.8,142.96583063018164,9,Champions
12585,87,117,2040.1,1.3448275862068966,High,Platinum,1020.05,1020.05,343.3710529441874,2,Need Attention
12586,11,0,196.94000000000003,0.0,Low,Bronze,196.94000000000003,196.94000000000003,,1,At Risk
12587,4,0,144.0,0.0,Low,Bronze,144.0,144.0,,1,At Risk
12588,10,0,214.89999999999998,0.0,Low,Bronze,214.89999999999998,214.89999999999998,,1,At Risk
12589,35,115,646.68,3.2857142857142856,Medium,Silver,323.34,323.34,271.3027298056545,2,Loyal Customers
12590,68,0,9864.26,0.0,High,Platinum,4932.13,4932.13,6235.451444266085,2,Need Attention
12591,26,0,452.84999999999997,0.0,Medium,Silver,452.84999999999997,452.84999999999997,,1,Need Attention
12592,18,121,437.6,6.722222222222222,Medium,Silver,218.8,218.8,18.384776310850235,2,At Risk
12593,21,110,418.1,5.238095238095238,Medium,Silver,139.36666666666667,96.3,83.85143608390577,3,At Risk
12594,118,285,3338.2200000000003,2.4152542372881354,Very High,Platinum,333.822,276.75,262.2933573437701,10,Loyal Customers
12596,27,190,618.27,7.037037037037037,Medium,Silver,309.135,309.135,55.41595844158973,2,Potential Loyalists
12597,206,248,3811.22,1.203883495145631,Very High,Platinum,952.805,714.405,865.51790855726,4,Champions
12598,132,275,3023.08,2.0833333333333335,Very High,Platinum,377.885,349.28,223.83666940746903,8,Champions
12599,62,275,1032.58,4.435483870967742,High,Gold,147.51142857142855,151.4,43.042399030324916,7,Champions
12600,64,342,2599.04,5.34375,High,Platinum,259.904,279.135,110.8240627902322,10,Champions
12601,28,142,577.0600000000001,5.071428571428571,Medium,Silver,115.41199999999999,113.10000000000001,30.536367170965185,5,Need Attention
12602,12,0,153.12,0.0,Low,Bronze,153.12,153.12,,1,At Risk
12603,3,0,739.1999999999999,0.0,Low,Gold,739.1999999999999,739.1999999999999,,1,Potential Loyalists
12604,16,182,254.18,11.375,Low,Bronze,127.09,127.09,72.70471924160083,2,At Risk
12607,101,0,1579.51,0.0,Very High,Gold,1579.51,1579.51,,1,Loyal Customers
12609,60,240,1126.85,4.0,High,Gold,375.6166666666666,326.12,120.32900412341708,3,Need Attention
12610,106,103,2099.54,0.9716981132075472,Very High,Platinum,419.908,309.5,311.05414250577024,5,Champions
12611,65,0,1193.32,0.0,High,Gold,1193.32,1193.32,,1,Loyal Customers
12612,19,0,704.04,0.0,Medium,Gold,704.04,704.04,,1,Need Attention
12613,153,204,3344.38,1.3333333333333333,Very High,Platinum,668.876,501.83000000000004,745.2814280726443,5,Loyal Customers
12614,20,0,315.6,0.0,Medium,Silver,315.6,315.6,,1,Need Attention
12615,105,166,2291.19,1.5809523809523809,Very High,Platinum,572.7975,605.6949999999999,105.54242602700899,4,Champions
12616,32,202,713.3,6.3125,Medium,Gold,356.65,356.65,142.90628047780126,2,Need Attention
12617,42,0,355.53000000000003,0.0,High,Silver,355.53000000000003,355.53000000000003,,1,Potential Loyalists
12618,11,0,177.31,0.0,Low,Bronze,177.31,177.31,,1,At Risk
12619,90,237,3641.24,2.6333333333333333,High,Platinum,404.5822222222222,398.7,147.40336612318066,9,Champions
12620,92,189,1339.41,2.0543478260869565,High,Gold,446.46999999999997,400.09,100.38589691784395,3,Champions
12621,467,364,13689.67,0.7794432548179872,Very High,Platinum,684.4835,637.92,317.8623090564281,20,Champions
12622,11,0,180.1,0.0,Low,Bronze,180.1,180.1,,1,Need Attention
12623,18,0,305.1,0.0,Medium,Bronze,305.1,305.1,,1,Need Attention
12624,38,71,641.13,1.868421052631579,Medium,Silver,320.565,320.565,29.168154723945086,2,Need Attention
12625,86,107,2683.82,1.244186046511628,High,Platinum,1341.91,1341.91,529.9199639568225,2,Need Attention
12626,294,303,6620.4800000000005,1.030612244897959,Very High,Platinum,735.6088888888888,814.74,464.01996760496314,9,Champions
12627,230,129,4478.53,0.5608695652173913,Very High,Platinum,639.79,630.39,344.7081025544173,7,Champions
12628,41,60,786.46,1.4634146341463414,Medium,Gold,262.15333333333336,237.57,62.907100023235344,3,Loyal Customers
12630,64,34,1270.88,0.53125,High,Gold,635.44,635.44,93.83306986345485,2,Champions
12631,31,0,640.5,0.0,Medium,Silver,640.5,640.5,,1,Loyal Customers
12633,101,229,2163.98,2.267326732673267,Very High,Platinum,540.995,467.96500000000003,392.92767701787903,4,Loyal Customers
12635,101,65,1689.18,0.6435643564356436,Very High,Platinum,844.5899999999999,844.5899999999999,227.61767286394968,2,Need Attention
12637,390,256,6021.9,0.6564102564102564,Very High,Platinum,752.7375000000001,665.7750000000001,564.0919565549575,8,Loyal Customers
12638,39,0,671.69,0.0,Medium,Silver,671.69,671.69,,1,Loyal Customers
12639,22,0,486.1,0.0,Medium,Silver,486.1,486.1,,1,Need Attention
12640,53,57,1174.58,1.0754716981132075,High,Gold,391.5266666666667,332.23,347.23325479183785,3,Loyal Customers
12641,10,0,185.9,0.0,Low,Bronze,185.9,185.9,,1,At Risk
12642,47,82,1013.26,1.7446808510638299,High,Gold,337.75333333333333,354.85,40.08007027605281,3,Loyal Customers
12643,24,204,3344.64,8.5,Medium,Platinum,557.44,409.12,397.0997216820984,6,Need Attention
12644,31,0,477.90999999999997,0.0,Medium,Silver,477.90999999999997,477.90999999999997,,1,Need Attention
12645,73,282,1775.18,3.863013698630137,High,Platinum,443.795,446.96000000000004,60.05204936830493,4,Loyal Customers
12646,45,44,1346.97,0.9777777777777777,High,Gold,673.485,673.485,82.31430039792606,2,Loyal Customers
12647,122,346,3722.82,2.8360655737704916,Very High,Platinum,310.23499999999996,300.525,132.3069174650022,12,Champions
12648,21,0,318.05,0.0,Medium,Silver,318.05,318.05,,1,At Risk
12649,31,105,623.51,3.3870967741935485,Medium,Silver,207.83666666666667,233.21,181.18740859489475,3,Need Attention
12650,20,0,314.44,0.0,Medium,Silver,314.44,314.44,,1,Potential Loyalists
12651,9,0,114.0,0.0,Low,Bronze,114.0,114.0,,1,Need Attention
12652,48,0,919.98,0.0,High,Gold,919.98,919.98,,1,Need Attention
12653,43,147,2209.85,3.4186046511627906,High,Platinum,1104.925,1104.925,460.7861339602137,2,Need Attention
12654,38,284,601.98,7.473684210526316,Medium,Silver,120.396,123.05,51.728138667460286,5,Loyal Customers
12656,126,216,4051.17,1.7142857142857142,Very High,Platinum,810.234,644.75,303.4013415098885,5,Champions
12657,47,67,1643.18,1.425531914893617,High,Gold,410.795,491.12,252.75934819507665,4,Loyal Customers
12658,36,0,686.05,0.0,Medium,Gold,686.05,686.05,,1,Loyal Customers
12659,5,0,91.68,0.0,Low,Bronze,91.68,91.68,,1,At Risk
12660,13,0,245.10000000000002,0.0,Low,Bronze,245.10000000000002,245.10000000000002,,1,At Risk
12662,230,372,3849.78,1.617391304347826,Very High,Platinum,349.98,336.70000000000005,120.7732968002447,11,Champions
12664,37,314,4881.88,8.486486486486486,Medium,Platinum,542.4311111111111,642.0,225.13576839567517,9,Loyal Customers
12665,3,0,63.0,0.0,Low,Bronze,63.0,63.0,,1,Need Attention
12667,33,0,620.13,0.0,Medium,Silver,620.13,620.13,,1,Loyal Customers
12668,161,343,3807.15,2.130434782608696,Very High,Platinum,951.7875000000001,946.24,401.43372166730927,4,Champions
12669,101,105,2744.0299999999997,1.0396039603960396,Very High,Platinum,914.6766666666666,1136.3,383.8628734761064,3,Need Attention
12670,92,222,2996.05,2.4130434782608696,High,Platinum,599.21,633.05,119.7778047052124,5,Champions
12672,10,0,225.9,0.0,Low,Bronze,225.9,225.9,,1,Need Attention
12673,42,321,610.52,7.642857142857143,High,Silver,305.26,305.26,119.3030561217943,2,Loyal Customers
12674,83,169,1970.6,2.036144578313253,High,Platinum,492.65,496.9,99.49127465930535,4,Loyal Customers
12676,45,286,1331.39,6.355555555555555,High,Gold,221.89833333333334,175.38,143.31631343523551,6,Loyal Customers
12678,165,311,17628.46,1.8848484848484848,Very High,Platinum,1469.0383333333332,375.83500000000004,2531.2272383419554,12,Loyal Customers
12679,48,225,1113.02,4.6875,High,Gold,278.255,112.32000000000001,343.97467479452615,4,Loyal Customers
12680,52,112,862.81,2.1538461538461537,High,Gold,215.7025,219.325,85.14243218474165,4,Loyal Customers
